database,submission_date,release_date,last_update_date,title,accession,type,source,organism,host strain,host gender,host age (yr),pathogen,bacterial strain,pathogen   dosage cfu/g,inoculum route,anatomic site of infection,infection status,time after infection (h),replicate number,experimental batch,treatment_protocol,molecule,extract_protocol,label,label_protocol,hybridization_protocol,scan_protocol,data_processing,ethnicity,description,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep2 batch 1 batch 1 1545_3293_16119_2,GSM824465,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,2,1,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep3 batch 1 batch 1 1545_3293_16120_3,GSM824466,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,3,1,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep4 batch 1 batch 1 1545_3293_16121_6,GSM824467,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,4,1,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep5 batch 1 batch 1 1545_3293_16122_7,GSM824468,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,5,1,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep5 batch 2 batch 2 1545_3968_20724_6Acontrol,GSM824469,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,5,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep1 batch 2 batch 2 1545_4008_20921_A1cont,GSM824470,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,1,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep2 batch 2 batch 2 1545_4008_20931_A2cont,GSM824471,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,2,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep3 batch 2 batch 2 1545_4008_20941_A3cont,GSM824472,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,3,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep4 batch 2 batch 2 1545_4008_20951_A4cont,GSM824473,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,4,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
GEO,31-10-11,11-01-13,11-01-13,blood A/J 0hrs rep1 batch 2 batch 2 1545_4182_21997_A-cont-1set,GSM824474,RNA,blood A/J mouse strain NOT infected,Mus musculus,A/J,male,0.50-0.66,-,-,-,-,-,-,0,1,2,"To mimic the natural course of S. aureus infection in humans, which typically arises from a primary focus of infection and disseminates to other sites, we employed an intraperitoneal (i.p.) route of infection in our animal model.",total RNA,"Total RNA was extracted from mouse blood using the Mouse RiboPure Blood RNA kit (Ambion, Austin, TX) according to the manufacturerâ€™s instructions. Globin mRNA was removed from whole blood RNA using the Globinclear kit (Ambion, Austin, TX). All samples passed the quality criteria of the Agilent Bioanalyzer and were used for microarray analysis. Since the total RNA yield of many samples was low, one round of linear amplification was performed for all samples using the MessageAmp Premier kit (Ambion, Austin, TX).",Biotin,Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 0.5 ug total RNA (Affymetrix).,"Biotin-labeled cDNA was hybridized to the arrays for 16 hours at 45Â°C according to the manufacturerâ€™s instruction. Arrays were then washed and labeled with streptavidinphycoerythrin (strep-PE), and the signal was amplified using biotinylated antistreptavidin followed by another round of staining with strep-PE. These steps were performed on the Affymetrix fluidics station according to the recommended protocol.","Amplification and microarray hybridization were performed at the Duke University Microarray Core. Labeled gene chips were scanned using an Affymetrix Genechip Scanner 7G (Santa Clara, CA).","Data processing was conducted using the Robust Multichip Average (RMA) generated by Affymetrix Expression Console software. Microarray data was analyzed in two steps following the analysis strategy previously outlined and utilized (Zaas et al., 2010). First, a Bayesian sparse factor model was fit to the expression data without regard to phenotype (Carvalho et al., 2008; Wang et al., 2007). Second, factors were then used to build a probit regression with variable selection model (Hans et al., 2007) trained to identify S. aureus infection.",,,
